CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,PRICE,CRIM_scaled,ZN_scaled,INDUS_scaled,NOX_scaled,RM_scaled,AGE_scaled,DIS_scaled,RAD_scaled,TAX_scaled,PTRATIO_scaled,B_scaled,LSTAT_scaled,PRICE_scaled,RM_AGE_interaction,distance_mean,environment_score
0.010399654000000001,34,27.5536417482,0,0.45009342820000003,6.7534603967,63.9447817184,11.4361883466,11,507.2000037157,14.8360792342,116.102042149,27.4366012721,4318.6735851869,0.0050586531,0.3434343434,0.9190296456,0.1254353052,0.682949551,0.5504598278,0.9508503611,0.4347826087,0.6167340904,0.2815498957,0.28905355850000003,0.7342939993,0.3039935265,431.8485509108,11.2180941733,14.0018675882
1.5567919617000001,5,17.6120467241,0,0.5897344440000001,6.4146463448,44.9587216261,1.6666539849,15,461.8317080273,15.2628215157,224.7741014079,19.7824030787,20177.4996684116,1.0,0.0505050505,0.5873499320000001,0.4756270259,0.5951018589,0.3117600656,0.0577828523,0.6086956522,0.5255148045,0.32449549780000003,0.5615585847,0.5215117803,0.6436226384,288.3942993457,8.3333269925,9.1008905841
0.8932147717000001,81,0.9854001073,0,0.4455826539,5.5308249848,58.6000336188,8.5393487779,15,359.5617449102,12.2075803212,44.7738312539,8.67534153,25070.3540224865,0.5730576388,0.8181818182,0.0326379994,0.114123186,0.3659446965,0.48326368000000003,0.6860400640000001,0.6086956522,0.3198867805,0.0170284899,0.11019161270000001,0.2127419859,0.7484069251000001,324.106530049,11.769674389,0.7154913806000001
0.1193438126,68,27.3824838864,0,0.5944062012,6.1871848876,60.5338119186,1.2746284433,16,434.9576860168,19.6088597767,243.802356402,29.1422436042,10922.0500535228,0.0751527989,0.6868686869,0.9133193355,0.48734285800000005,0.5361256625,0.5075758552,0.0219464182,0.652173913,0.4714808353,0.7618630557,0.6092736566,0.7817098554,0.4454099765,374.5338862916,8.6373142216,13.9884450438
0.1003394944,46,7.4467932827,0,0.7681188725,6.7924244904,50.9789816942,2.8857759438,10,451.2454384135,12.4273960606,227.3727817322,8.3351974906,32245.9520276611,0.0629255123,0.46464646460000003,0.2482083413,0.9229794717,0.6930521595,0.3874489995,0.1692270799,0.3913043478,0.5042296331,0.039149849,0.5680750109,0.2032861812,0.9020779449,346.2708837553,6.4428879719,4.1074560776
0.1013057114,24,17.3289586227,0,0.6083072567000001,7.5393687264,92.5257768538,5.9893689992,12,300.3854873783,20.646523546,316.7972133623,10.383819574,24341.6992843441,0.06354717160000001,0.24242424240000002,0.5779053127,0.5222039231,0.8867198274,0.9097906583,0.4529374406,0.4782608696,0.2009046616,0.8662893036,0.7923148684,0.2602366732,0.7328022164,697.5859483974,8.9946844996,8.9686329397
0.1813768647,65,4.9653995228,0,0.6465998908,5.8563509179,21.2849491985,6.0035968708,13,357.5051861884,13.1866061447,394.6750446468,4.3310279572,26173.2473394441,0.11506456520000001,0.6565656566,0.16542203090000002,0.6182341857,0.4503470458,0.014124652000000001,0.45423806040000003,0.5217391304,0.3157517824,0.11555365420000001,0.9876005802000001,0.0919726175,0.7720262444,124.6521317761,9.5017984354,2.8059997068
0.3719639154,9,1.0163748074,0,0.4626553748,6.6005181743,82.5737010473,8.5427059723,4,595.7048752535,13.7187651214,100.3493886864,15.3795620451,13537.5500913298,0.23768735370000002,0.0909090909,0.033671403,0.1569381532,0.6432946985,0.7846694843,0.6863469569,0.1304347826,0.794685478,0.1691079623,0.249552354,0.39911538280000003,0.5014229468,545.0292144819,6.2713529862,0.7395150911
0.2827685334,55,9.344195134,0,0.4174942504,6.7941363641,29.9506264993,11.0123433835,7,657.8941197271,16.7652647083,203.8625803215,16.0814520617,15409.0672914272,0.18029947540000002,0.5555555556,0.31151103080000003,0.0436830915,0.693496014,0.1230727487,0.9121052017,0.2608695652,0.9197256273000001,0.4756952504,0.5091210526000001,0.41862751340000004,0.5415029453,203.4886406265,9.0061716917,4.8808446922
0.1721114963,29,23.4148712264,0,0.4443231849,5.4313165007,83.803788843,8.0293537481,22,379.8970467726,19.3788041517,363.5461625276,19.5242244525,6894.5313254364,0.1091032719,0.2929292929,0.7809485612,0.1109646898,0.3401441412,0.8001346026,0.6394196239000001,0.9130434783,0.36077374100000004,0.7387111963,0.9095420904,0.514334566,0.3591575262,455.1649011642,15.0146768741,11.9295972056
0.47318543690000003,4,8.3276151789,0,0.6394126303000001,7.2474548226,69.2729532541,11.4888860764,2,353.4861411045,13.390022052,314.0759537691,26.5227136165,9520.4670815367,0.3028127921,0.0404040404,0.2775950497,0.6002099748,0.8110324035,0.6174475689000001,0.9556676460000001,0.0434782609,0.30767093170000004,0.1360246011,0.7854910636,0.7088884586,0.4153939855,502.0525991372,6.7444430382,4.4835139046
0.07511726440000001,32,6.6029164224,0,0.4380046796,5.2543707211,87.4622472749,10.6977720387,15,297.5985822859,16.4007107507,194.9625212403,33.6196334325,1490.8412954734,0.0466976512,0.3232323232,0.2200542237,0.0951191431,0.2942656474,0.8461300937,0.8833491283,0.6086956522,0.1953012003,0.4390080276,0.4868033487,0.9061786657,0.24343329560000002,459.5590712828,12.8488860194,3.520460551
0.172757756,64,6.3804235302,0,0.550397156,6.5662898605,27.8011460513,7.4294977508,8,539.2455843253,16.8285127441,378.1486598459,5.95842756,27894.0337376926,0.1095190722,0.6464646465,0.2126312319,0.3769769803,0.6344199828,0.0960486863,0.5845846767,0.3043478261,0.6811661994,0.4820602747,0.9461591743000001,0.1372133716,0.8088782254,182.5503834269,7.7147488754,3.4654103431
0.2281386091,17,15.4552104722,0,0.6200367762,6.2137238457,64.718450728,10.1717114601,7,361.5498508332,14.1228564167,22.8946774067,2.9565315406,18051.2845441867,0.1451508458,0.1717171717,0.5153917775,0.5516192105000001,0.5430066824,0.5601866804,0.8352600800000001,0.2608695652,0.3238841447,0.2097740615,0.0553276538,0.0537624235,0.5980880856,402.1425805453,8.58585573,8.0376236242
0.3044673439,95,29.2662394705,0,0.5554611195,6.038902892,60.087030421,8.0683537136,15,693.8747695496,13.1555837668,372.399447885,1.6671244094,21866.0615317086,0.1942603854,0.9595959596,0.9761667469,0.38967638730000004,0.49767911340000004,0.5019587532,0.642984748,0.6086956522,0.9920697419000001,0.11243168860000001,0.9317425048,0.0179176618,0.6797845058,362.8597417811,11.5341768568,14.910850295
0.7689680055,48,13.7696696405,0,0.4654735206,7.782783297,76.4954546371,1.8641361402,23,362.842401032,20.3642092299,20.2029569531,6.1703696105,34982.7589122598,0.4931178691,0.48484848480000003,0.4591573706,0.16400549890000002,0.9498323463,0.7082515248,0.07583539090000001,0.9565217391,0.3264829972,0.8378783427000001,0.048577921100000004,0.1431052363,0.9606887959,595.347546646,12.4320680701,7.1175715805
0.1113679311,10,16.7191610667,0,0.509516523,5.7891213353,62.7432441515,9.1462119559,14,397.0680233913,17.0246564976,218.9218976459,24.6861814881,2862.2414040665,0.0700211552,0.101010101,0.5575607424,0.2744565344,0.43291576260000003,0.5353536536,0.7415155622,0.5652173913,0.3952983842,0.5017993817,0.546883654,0.6578339430000001,0.27280289700000004,363.2282533634,11.573105978,8.6143387948
0.3610145775,84,25.8189605367,0,0.7713270131000001,5.7778580851,63.2587653706,2.0439928539,8,501.667098106,12.1438123598,356.1763792004,27.1891748079,9638.0232709129,0.23064260250000002,0.8484848485,0.8611557767,0.9310248463,0.42999542760000004,0.5418349768,0.09227672590000001,0.3043478261,0.6056094120000001,0.0106111424,0.8910616915,0.7274156887000001,0.4179115429,365.50016895,5.021996427,13.2951437749
0.4487523607,25,16.052091568,0,0.6703929102,6.9320351652,54.3676754861,7.5349105863,12,600.8421465957,20.0298130131,105.0883774245,29.314205687,2521.826743274,0.2870926688,0.2525252525,0.5353054182,0.6779023166,0.729250409,0.4300529098,0.5942208349,0.4782608696,0.8050146785000001,0.8042260719000001,0.2614357972,0.7864903004,0.265512652,376.8786383198,9.7674552932,8.3612422391
0.0237819249,62,5.5338861426,0,0.5984191355,6.5332626447,44.7067539206,8.7290422644,13,434.7593326728,21.8079380541,188.8993995781,9.7734956286,20677.4412334684,0.013668741600000001,0.6262626263000001,0.1843883516,0.49740649410000004,0.6258566878,0.3085922345,0.7033806130000001,0.5217391304,0.4710820182,0.9831693209000001,0.4715995223,0.24327002560000002,0.6543292764,292.0809653553,10.8645211322,3.0661526391
0.4676665103,88,8.987877353,0,0.405085956,6.8974692447,58.5811489002,1.7318036903,11,411.3280168945,18.0592619541,129.7315516548,12.0122132774,34399.8185772072,0.2992619413,0.8888888889000001,0.2996232623,0.0125655725,0.7202881587000001,0.4830262543,0.0637384161,0.4347826087,0.42397009,0.6059178535,0.3232307874,0.3055050627,0.9482046746,404.0616728583,6.3659018451,4.6964816545
0.09348062600000001,85,9.2981077881,0,0.7969661602,6.0818085676,29.4793887015,3.5387411932,17,697.8189167974,17.0370838708,380.8575668305,18.3928472404,18451.4275593676,0.0585125494,0.8585858586,0.3099734266,0.995322696,0.508803695,0.11714817300000001,0.22891693070000002,0.6956521739,1.0,0.5030500219,0.9529520038,0.48288294330000003,0.6066574599,179.2879987724,10.2693705966,5.0475369741
0.0336319654,58,11.9195434637,0,0.6685819740000001,6.2218598319,96.9210671186,11.0723945549,17,205.24682057,20.7841586304,329.4582379012,3.274591487,15518.301659492,0.0200062101,0.5858585859000001,0.39743193120000003,0.6733608510000001,0.5451161805,0.9650498714,0.9175946906,0.6956521739,0.0096151034,0.8801403369,0.8240635335000001,0.0626043034,0.5438422843,603.0292943701,14.0361972775,6.2940627189
1.4868438968,26,12.8036671601,0,0.5267689909000001,7.3306549291,77.1528610901,7.7794594146,24,647.5326444256,21.5251678968,283.6006045306,23.0010948356,12181.5306856423,0.9549957526,0.2626262626,0.42692879710000003,0.3177222711,0.8326045234,0.7165166816,0.6165759037,1.0,0.8988924362,0.9547124861,0.7090713666,0.6109895227000001,0.4723827351,565.5810014443,15.8897297073,6.6652180755
1.5567919617000001,48,23.9934606622,0,0.751707464,5.4148321443,96.197369335,3.7091462069,4,274.5704129699,19.545369159,235.050794646,36.4144612123,-989.4573896365,1.0,0.48484848480000003,0.8002519404,0.8818229437,0.335870078,0.9559512755,0.2444942525,0.1304347826,0.1489998542,0.7554736190000001,0.5873283233000001,0.9838732382,0.19031576760000002,520.8926076723,3.8545731034,12.3725840631
0.8261657864,76,10.4816099715,0,0.5033726481,5.9279860691,38.1381905864,8.5974774826,21,592.9626381045,16.4545292973,328.2367157297,13.9890272096,17155.721301444,0.5299186452,0.7676767677,0.34945840510000004,0.2590489257,0.4689206045,0.2260098294,0.6913538134,0.8695652174,0.7891718278000001,0.4444241065,0.8210004561,0.36045933020000004,0.5789089012,226.0826624969,14.7987387413,5.4924913098
0.18164393,32,14.0469548532,0,0.6176066317000001,6.55877785,90.3472816141,7.5645406196,8,508.9657799231,17.9222139933,156.9068166094,28.1025091033,6295.4893023519,0.11523639370000001,0.3232323232,0.46840838910000004,0.5455248945,0.6324722691,0.8824018113000001,0.5969294205,0.3043478261,0.6202844297,0.5921259059,0.3913752244,0.7528058463,0.3463285747,592.5677494583,7.7822703098,7.3322807425
0.051388657500000004,97,18.7492796115,0,0.6544283055,5.8628974259,84.7031987651,6.5173326991,5,370.923642749,19.0093536502,179.0207420424,19.0012209605,10077.3732217875,0.0314307801,0.9797979798,0.6252912359,0.6378662831,0.4520444241,0.8114423164,0.50120046,0.1739130435,0.3427314607,0.7015312053,0.44682789430000003,0.4997953758,0.42732056430000004,496.6061660054,5.7586663495,9.7018539585
0.5763753815,98,11.3317784232,0,0.48842534860000003,5.6008978845,74.1721929966,11.7380567249,16,636.9374777605,13.942735710000001,292.0006884323,5.6012263970000005,17022.4073937954,0.36920470440000003,0.9898989899,0.37782242800000004,0.22156409,0.3841131948,0.679042621,0.9784452116000001,0.652173913,0.8775893759000001,0.1916474485,0.7301353374,0.1272833888,0.5760538801,415.4308788434,13.8690283624,5.9101018859
0.2900454213,0,25.0969443988,0,0.7913589115,6.432939159,70.0023348868,8.5179915515,4,206.4536139905,16.4720103222,143.1019053175,21.9605481569,6224.5702862534,0.18498139,0.0,0.8370672773000001,0.9812608384,0.5998448190000001,0.6266176243,0.6840877247,0.1304347826,0.0120415299,0.4461833255,0.3567581596,0.5820629355,0.3448097887,450.3207613147,6.2589957757,12.9441516552
0.065076117,20,17.623608127,0,0.6992767624,6.9350639665000005,45.3239732214,5.1298522063,22,313.3453260375,20.2982126472,25.5603768193,11.795473664,20245.0619522235,0.0402372254,0.202020202,0.5877356531,0.7503372373,0.7300357164,0.3163521436,0.3743659865,0.9130434783,0.22696222470000002,0.8312367159,0.0620121364,0.2994798286,0.6450695373,314.3246535063,13.5649261032,9.1614424447
0.3417736141,54,8.8213403766,0,0.6231252902000001,5.901415946,85.3128627972,9.8008077528,15,483.4463981248,18.547253485,29.7338435544,2.2385155043,15796.3677088405,0.2182630596,0.5454545455,0.294067118,0.5593645855,0.4620315042,0.8191072379000001,0.8013544671,0.6086956522,0.5689741535,0.6550273301,0.07247748200000001,0.033801999,0.5497972853,503.4666889103,12.4004038764,4.7222328334
0.017496860700000002,5,21.4217759937,0,0.4722378393,5.8819872654,60.1212369184,10.7304162221,12,375.7711300248,16.1120406721,46.1451205223,23.8574702842,5508.1658090436,0.0096249616,0.0505050505,0.7144532701,0.1809690564,0.4569940368,0.5023888099,0.886333248,0.4782608696,0.3524780099,0.4099574487,0.11363024470000001,0.6347962577,0.3294674289,353.6323499341,11.3652081111,10.9470069165
1.2002114437,91,15.8294319043,0,0.42154328280000003,5.546618382,25.6713260713,2.3774261547,5,505.1887476592,18.6336253401,347.8725293375,31.9215645757,17217.0690088199,0.7705778158000001,0.9191919192,0.5278768624,0.0538372544,0.3700396078,0.0692718027,0.12275703710000001,0.1739130435,0.6126901796,0.6637194412,0.8702390363,0.8589733477,0.5802227102,142.3890490774,3.6887130774,8.1254875935
0.1497288884,80,16.0336767377,0,0.5280239330000001,5.7928162096,45.0290528684,3.2060827563,23,212.0550967043,13.1822241207,188.8905703025,13.4117116084,28893.235596943,0.09470241,0.8080808081,0.5346910474000001,0.3208694147,0.4338737695,0.31264429600000004,0.1985074526,0.9565217391,0.0233040921,0.1151126651,0.4715773821,0.3444102952,0.8302769114,260.845027359,13.1030413781,8.2808503353
0.5431278993,68,14.4326384516,0,0.7012749344,6.7585242559,94.8237678836,3.3784971004,16,258.2294652409,16.0149761056,285.1529477379,15.0506396997,26901.4861263869,0.3478134348,0.6868686869,0.4812758842,0.7553482527000001,0.6842625082,0.9386818506000001,0.2142684544,0.652173913,0.1161440998,0.4001892668,0.7129640077,0.3899715346,0.7876220452,640.8687352771,9.6892485502,7.566956693
0.18677329080000002,94,14.9103584646,0,0.5077325193000001,6.0567440095,88.0544208484,8.6033299033,14,263.5481201092,19.9312853796,157.163734242,33.0767805868,7089.1513000033,0.11853659970000001,0.9494949495,0.49721397430000003,0.2699826101,0.5023049575,0.8535751186,0.6918888037,0.5652173913,0.1268379972,0.7943106529,0.39201946860000003,0.8910876751000001,0.36332546450000003,533.3230859835,11.3016649517,7.7090454919
0.367055448,4,22.960688432,0,0.6158224882000001,5.4365065373,98.5524558461,7.6334351056,10,294.641822958,14.2050878714,103.4843789663,30.2899172812,2829.4181283685,0.2345292695,0.0404040404,0.7657957393,0.5410506196,0.34148981370000003,0.9855602933000001,0.6032273078,0.3913043478,0.18935622330000002,0.21804949950000002,0.2574136259,0.8136145102000001,0.272099961,535.7810704743,8.8167175528,11.7882554601
0.39561189900000004,2,3.0894443799,0,0.6911788707000001,6.1836536662,70.2394706083,7.8089072117,7,429.6657204003,13.8596150756,138.8768670249,26.7383016479,5791.0083115271,0.2529023522,0.0202020202,0.1028348642,0.7300293455,0.5352100876,0.6295989822,0.6192678304,0.2608695652,0.4608406003,0.183282527,0.34616349360000004,0.7148816794,0.3355247214,434.336559939,7.4044536058,1.8903116253
0.1021942998,52,10.0308843393,0,0.4431774859,6.7358358077,39.8008058512,11.3485062966,13,576.0643497718,21.5081865992,317.6729381269,9.9566942951,18407.5902357075,0.06411888510000001,0.5252525253,0.3344209239,0.108091506,0.6783798484,0.2469128428,0.9428350364,0.5217391304,0.7551954624,0.9530035576,0.7945108275,0.24836284100000003,0.6057186494,268.0916932278,12.1742531483,5.2370309126
1.5567919617000001,22,2.2651009141,0,0.6741192064,5.6066800355,33.0252039741,9.5350268609,20,652.7694189645,14.0989762959,250.0864500126,33.7677995788,246.8601596486,1.0,0.2222222222,0.07533243590000001,0.6872471217,0.3856123906,0.1617274727,0.7770585007,0.8260869565000001,0.9094217017,0.2073708635,0.6250315902,0.9102975976000001,0.2167924708,185.1617517899,14.7675134305,1.4696100602
0.7461226886,52,22.5973866224,0,0.43674835510000004,5.0699763463,34.9531552487,2.4073061696,5,617.6862651421,14.6091857965,375.0559119832,6.5589672714,24837.0708329114,0.47841930250000003,0.5252525253,0.7536749639,0.09196853270000001,0.2464558822,0.18596638840000002,0.1254884744,0.1739130435,0.8388821281000001,0.2587162659,0.9384038290000001,0.1539080232,0.7434109839,177.2116703395,3.7036530848,11.5170674887
1.4025472096,36,8.1690556416,0,0.7860518969,7.5335776119,21.5836526678,4.8225779067,3,298.4439358878,21.696159389,271.8819114307,23.563738699,19914.0931677415,0.9007596710000001,0.3636363636,0.2723050554,0.9679519079000001,0.8852183075000001,0.0178800624,0.3462769617,0.0869565217,0.1970009016,0.9719203722,0.6796856828000001,0.626630692,0.6379815830000001,162.6021225212,3.9112889534,4.4775537692
1.1260759988,73,26.9229122946,0,0.595357652,5.035029455,51.2545688789,5.7893301079,15,420.5752761153,19.3470857027,228.0726527019,2.0368424997,16524.4259154029,0.7228794283000001,0.7373737374,0.8979867281,0.48972890620000004,0.2373948538,0.3909137834,0.4346511818,0.6086956522,0.4425629943,0.735519181,0.5698300007,0.0281956078,0.5653892189,258.0682640086,10.3946650539,13.7591349733
0.45552720620000003,73,15.7973539998,0,0.46027044310000004,5.7486842053,35.31421444,5.3555774762,4,299.7057988793,18.9959653302,244.0784035943,24.1739130277,14558.1274208031,0.2914515717,0.7373737374,0.5268066528,0.1509572218,0.4224312254,0.19050575790000002,0.39500032760000003,0.1304347826,0.1995380531,0.7001838594,0.60996587,0.6435931803,0.5232794052,203.0102667738,4.6777887381,8.1288122214
1.2747176896,82,24.0224931446,0,0.5369534544,6.1624899583,52.9324368365,8.3623947008,15,332.2359083336,20.5292638385,376.9485757874,10.9771966674,19200.1174676649,0.8185147748,0.8282828283,0.8012205461,0.3432628673,0.5297227624,0.4120085592,0.6698640692000001,0.6086956522,0.264944375,0.8544887651,0.9431498549,0.2767322082,0.6226912374,326.1956104733,11.6811973504,12.2797232995
0.046327729500000005,16,29.3679430685,0,0.5653665797,5.8093006091,94.7995545471,10.8108241358,14,451.7734907559,13.1582308224,315.2803719467,17.1883711786,7134.9096490491,0.0281746034,0.1616161616,0.9795598665,0.4145172991,0.4381478438,0.9383774316000001,0.8936836183,0.5652173913,0.5052913559000001,0.11269807750000001,0.7885112512,0.4493992154,0.36430541520000004,550.7191099729,12.4054120679,14.9666548241
0.1090673473,84,25.1936657837,0,0.7032740044,5.9475624087,54.4432167606,4.3665660988,20,234.0545123618,19.0595623658,9.6164949466,13.4295238741,16810.3269994398,0.06854097070000001,0.8484848485,0.8402941761,0.7603615202,0.47399635700000003,0.43100264260000004,0.3045913179,0.8260869565000001,0.0675369854,0.7065840055,0.022031409300000002,0.3449054657,0.5715120132,323.8044294141,12.1832830494,12.948469894
0.0231409828,77,26.0098128003,0,0.6973695144000001,6.4037867175,90.2387597588,7.0706485006,19,309.0871647966,17.0368860933,213.6558784543,7.2192432249,20376.9597527418,0.0132563625,0.7777777778,0.8675231477,0.745554241,0.5922861752,0.8810374344,0.5517810042,0.7826086957,0.2184005977,0.5030301184,0.5336786342000001,0.1722633074,0.6478942315,577.8697711471,13.0353242503,13.3535911573
0.1967660434,72,12.2395348609,0,0.6447762021,4.3257948396,68.4403813293,9.683503641,13,667.6890806536,20.2915064028,275.3353646186,23.3913084434,-2150.492705186,0.12496588850000001,0.7272727273,0.4081077488,0.6136607395,0.0535045347,0.6069801671,0.7906312855000001,0.5217391304,0.9394197623,0.8305618269,0.6883455293,0.6218372321,0.165451292,296.0590483745,11.3417518205,6.4421555315
0.2460651459,0,16.5516778578,0,0.44237228500000003,5.1131738699,39.7705243729,5.5783986473,10,433.0581463292,17.0814171867,299.4793913757,32.7511199851,1403.6499240357,0.1566846931,0.0,0.5519730291,0.1060722233,0.2576561342,0.2465321329,0.4153691948,0.3913043478,0.4676615458,0.5075115459,0.748888862,0.8820345014000001,0.2415660245,203.3536060157,7.7891993237,8.4970250714
0.1582802216,50,7.6166569213,0,0.4606277486,6.0309815702,48.4683807407,2.8492994124,21,422.6932629889,18.2024135427,85.2568477256,35.5270327222,14914.9011467177,0.1002042965,0.5050505051,0.25387547250000003,0.1518532725,0.4956252734,0.3558847967,0.1658926318,0.8695652174,0.4468215023,0.6203240453000001,0.2117064412,0.9592032468,0.5309199924,292.3119109846,11.9246497062,4.0386423349
0.8822789326,44,5.8833929908,0,0.4375027683,5.7170480916,26.7135628657,6.2244606179,5,207.2835773756,16.777421264,346.8709417805,7.9244690735,27157.6419176781,0.5660215727,0.4444444444,0.196048888,0.09386045,0.41422861520000004,0.0823751887,0.4744279926,0.1739130435,0.013710287000000002,0.4769186366,0.8677274648000001,0.19186817220000002,0.7931078210000001,152.7227236012,5.612230309,3.1604478795
0.2206134998,76,15.1652363732,0,0.6308691133000001,6.0905878808,46.6770074877,1.6074477282,23,323.6998735292,16.7815892356,382.3372588701,26.8254198663,24137.9991309384,0.1403092268,0.7676767677,0.5057174219,0.578784544,0.511079995,0.3333629903,0.052370600100000005,0.9565217391,0.24778148660000002,0.4773380842,0.9566624655,0.7173035148,0.7284398189,284.2904161166,12.3037238641,7.8980527432
0.1649014201,3,17.851469391,0,0.7508553766,6.1593572978,74.2032756403,11.366217994,20,633.1462179911,19.6796997806,94.6861223379,24.9162171978,-5637.8224917758,0.10446434360000001,0.030303030300000002,0.595337749,0.8796860790000001,0.5289105263,0.6794334035,0.944454125,0.8260869565000001,0.8699665194,0.7689921047,0.2353512009,0.6642288007,0.0907674086,457.0444873357,15.683108997,9.3011623838
0.39120354160000004,61,10.1781373769,0,0.5735202049,4.5188560032,25.7688874344,1.8230332571,20,282.3142141293,18.2856640065,353.0461830069,13.3616004247,21058.8531639273,0.2500660363,0.6161616162,0.33933370150000003,0.4349649593,0.1035614245,0.0704983802,0.0720780318,0.8260869565000001,0.1645698464,0.6287020323,0.8832124412000001,0.34301723370000003,0.6624975099,116.4458916787,10.9115166286,5.3758287909
0.0759490739,64,17.0833055329,0,0.4643392696,6.8915482325,36.4321126782,5.8230238678,6,407.5624697674,18.3326320161,38.7915050064,1.6875711767000001,28428.2318866094,0.0472328334,0.6464646465,0.5697096312000001,0.16116102440000002,0.7187529589,0.2045603876,0.43773124690000004,0.2173913043,0.4163989323,0.6334287011,0.09519038810000001,0.0184860699,0.8203184948000001,251.0736617337,5.9115119339,8.7738224012
